mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 34|1198ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 35|1246ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 36|1292ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 37|1215ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 38|1265ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 39|1267ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 40|1200ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 41|1226ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 42|1244ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 43|1229ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 44|1201ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 45|1264ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 47|1275ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 46|1697ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 48|1353ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 49|1339ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 51|1310ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 50|1461ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 52|1364ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 53|1353ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 54|1251ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 55|1303ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 56|1302ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 57|1271ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 58|1242ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 59|1218ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 60|1228ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 61|1247ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 62|1291ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 63|1220ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 64|1238ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 65|1219ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 66|1255ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 67|1293ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 68|1329ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 69|1403ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 70|1452ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 71|1434ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 72|1390ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 73|1375ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 74|1314ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 75|1305ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 76|1322ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 77|1247ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 78|1322ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 80|1320ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 79|1376ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 82|1572ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 84|1766ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 85|1574ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 86|1541ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 87|1386ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 88|1422ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 89|1388ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 90|1370ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 91|1514ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 92|1364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 93|1434ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 94|1618ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 96|1596ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 95|1689ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 97|1502ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 98|1514ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 99|1420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 101|1286ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 100|1410ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 102|1399ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 104|1279ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 103|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 105|1401ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 107|1313ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 106|1377ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 108|1401ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 109|1380ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 110|1546ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 111|1597ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 112|1593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 113|1579ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 114|1329ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 115|1396ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 116|1389ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 117|1508ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 118|1358ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 119|1571ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 120|1487ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 121|1376ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 122|1294ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 123|1339ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 124|1406ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 125|1334ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 126|1659ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 127|1551ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 128|1479ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 129|1560ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 130|1524ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 131|1300ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 132|1298ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 133|1404ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 134|1378ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 136|1320ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 135|1360ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 137|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 139|1330ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 140|1315ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 138|1424ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 141|1381ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 142|1591ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 144|1618ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 145|1519ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 146|1331ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 147|1326ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 148|1300ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 149|1721ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 151|1598ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 150|1729ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 152|1691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 155|1550ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 153|1649ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 154|1695ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 157|1782ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 158|1782ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 156|1893ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 159|2099ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 161|1465ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 160|1491ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 162|1649ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 163|1628ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 164|1661ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 165|1761ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 166|1720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 167|1735ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 168|1784ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 169|1768ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 170|1660ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 171|1647ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 172|1606ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 173|1631ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 174|1531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 175|1550ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 176|1507ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 177|1657ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 178|1674ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 179|1630ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 180|1654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 182|1503ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 181|1640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 183|1640ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 184|1360ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 185|1448ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 186|1512ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 187|1462ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 188|1693ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 189|1805ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 190|1779ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 191|1720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 192|1587ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 193|1535ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 194|1491ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 195|1749ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 196|1364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 197|1312ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 198|1315ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 199|1408ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 200|1445ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 201|1403ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 202|1413ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 203|1477ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 204|1457ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 205|1478ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 206|1466ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 207|1774ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 208|1819ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 209|1935ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 210|1933ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 211|1678ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 212|1598ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 214|1371ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 213|1424ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 215|1413ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 216|1429ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 217|1316ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 218|1335ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 219|1452ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 220|1440ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 221|1431ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 222|1387ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 223|1269ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 224|1376ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 225|1495ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 226|1482ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 227|1483ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 228|1498ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 229|1439ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 230|1514ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 231|1441ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 232|1326ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 233|1421ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 234|1432ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 235|1397ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 236|1350ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 238|1315ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 239|1391ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 242|1654ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 243|1945ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 244|1624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 246|1385ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 245|1484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 247|1394ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 250|1499ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 249|1535ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 251|1500ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 253|1285ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 252|1391ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 254|1351ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 255|1448ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 257|1388ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 258|1355ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 259|1345ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 260|1335ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 261|1290ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 262|1458ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 263|1601ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 264|1664ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 266|1316ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 265|1602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 267|1447ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 268|1357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 269|1319ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 270|1404ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 271|1336ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 272|1392ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 273|1350ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 274|1407ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 275|1369ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 276|1390ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 277|1563ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 278|1567ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 279|1498ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 280|1469ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 281|1457ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 282|1366ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 283|1368ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 284|1370ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 285|1361ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 287|1340ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 286|1384ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 288|1431ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 289|1314ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 291|1408ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 290|1439ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 292|1379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 293|1629ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 295|1508ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
