mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 31|1203ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 32|1194ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 33|1222ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 34|1263ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 35|1180ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 36|1182ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 37|1218ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0
MUTANT 38|1277ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 39|1185ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 40|1176ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 41|1210ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 42|1234ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 43|1204ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 44|1237ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 45|1285ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 46|1252ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 47|1177ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 48|1259ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 49|1275ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 50|1197ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 51|1280ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 52|1213ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 53|1252ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 54|1251ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 55|1218ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 56|1317ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 57|1340ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 58|1335ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 59|1400ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 60|1371ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 61|1445ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 62|1520ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 63|1622ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 64|1671ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 65|1584ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 66|1651ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 67|1513ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 68|1527ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 69|1778ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 70|1887ms|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|0|0
MUTANT 71|2089ms|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2|-2
MUTANT 72|2109ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 73|2207ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 74|2152ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 75|1862ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 76|1720ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 77|1490ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 78|1375ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1
MUTANT 79|1291ms|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1
MUTANT 80|1306ms|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0
MUTANT 81|1215ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 82|1198ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 83|1340ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 85|1380ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 87|1442ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 88|1397ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 89|1300ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 90|1317ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 91|1312ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 92|1322ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 93|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 94|1372ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 95|1359ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 96|1330ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 98|1280ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 97|1425ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 99|1331ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 100|1367ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 102|1384ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 101|1420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 103|1383ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 104|1372ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 106|1283ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 105|1403ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 107|1364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 108|1360ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 109|1373ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 111|1383ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 110|1491ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 112|1465ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 113|1483ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 115|1362ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 114|1389ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 116|1383ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 117|1357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 119|1267ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 118|1306ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 120|1349ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 122|1350ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 123|1337ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 121|1515ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 124|1385ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 126|1310ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 125|1356ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 127|1403ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 128|1297ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 130|1320ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 129|1370ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 131|1308ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 132|1349ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 133|1306ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 134|1314ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 135|1438ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 136|1422ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 137|1398ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 138|1506ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 139|1374ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 140|1340ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 141|1459ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 142|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 143|1347ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 144|1322ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 145|1381ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 148|1199ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 147|1322ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 149|1202ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 150|1273ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 151|1323ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 153|1251ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 152|1379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 154|1309ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 156|1310ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 155|1327ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 157|1260ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 158|1379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 159|1257ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 160|1267ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 161|1334ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 162|1332ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 164|1299ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 163|1346ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 165|1373ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 166|1299ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 167|1323ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 168|1318ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 169|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 170|1373ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 172|1306ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 171|1376ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 173|1311ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 174|1301ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 175|1312ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 176|1371ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 177|1371ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 178|1342ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 179|1364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 180|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 181|1374ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 182|1396ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 183|1387ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 184|1389ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 185|1339ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 186|1360ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 187|1342ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 188|1289ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 189|1347ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 190|1319ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 192|1289ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 191|1420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 193|1333ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 194|1293ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 195|1400ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 196|1304ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 197|1366ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 198|1317ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 200|1303ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 199|1350ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 201|1379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 202|1325ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 203|1306ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 204|1373ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 205|1337ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 206|1365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 207|1365ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 208|1342ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 209|1349ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 210|1418ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 211|1336ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 212|1420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 213|1482ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 214|1338ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 215|1306ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 216|1347ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 217|1401ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 218|1344ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 219|1398ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 220|1331ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 221|1330ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 222|1301ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 223|1349ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 224|1327ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 225|1372ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 226|1345ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 227|1341ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 228|1354ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 229|1381ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 230|1403ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 231|1338ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 232|1397ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 233|1266ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 234|1313ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 235|1355ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 236|1313ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 237|1300ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 238|1343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 239|1343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 241|1343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 242|1343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 245|1452ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 246|2234ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 247|1572ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 248|1452ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 249|1623ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 250|1359ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 252|1357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 253|1315ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 254|1226ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 251|2706ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 256|1305ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 255|1549ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 257|1307ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 258|1287ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 260|1240ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 261|1263ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 262|1418ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 263|1585ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 264|1631ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 265|1909ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 266|2045ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 267|2190ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 268|2168ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 269|1530ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 270|1562ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 271|1526ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 272|1509ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 273|1633ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 274|1720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 275|1602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 276|1464ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 277|1379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 278|1343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 279|1368ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 280|1507ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 281|1458ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 282|1412ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 283|1438ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 284|1731ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 285|2239ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 287|2042ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 286|2295ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 288|1900ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 290|1549ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 291|1459ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 289|1714ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 292|1495ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 293|1425ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 294|1469ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 295|1439ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
