mutant-id|timeToExecute|0-sha1 node|1-sha1 browser|2-v5|3-uuids with current time|4-uuids with time option|5-msec|6-exception thrown when > 10k ids created in 1ms|7-clock regression by msec|8-clock regression by nsec|9-explicit options product expected id|10-ids spanning 1ms boundary are 100ns apart
MUTANT 376|1483ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 377|1461ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 378|1486ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 379|1396ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 380|1444ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 381|1420ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 382|1356ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 383|1451ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 384|1358ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 385|1390ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 386|1482ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 387|1399ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 388|1414ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 389|1444ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 390|1382ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 391|1391ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 392|1480ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 393|1404ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 394|1426ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 395|1519ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 396|1433ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 397|1439ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 398|1447ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 399|1392ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 400|1348ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 401|1464ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 402|1487ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 404|1358ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 403|1463ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 405|1397ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 407|1308ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 406|1411ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 408|1425ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 409|1462ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 410|1395ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 411|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 412|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 413|1354ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 414|1378ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 415|1437ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 416|1396ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 417|1404ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 418|1393ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 419|1352ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 420|1496ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 421|1419ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 423|1436ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 422|1546ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 424|1426ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 425|1341ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 426|1351ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 427|1380ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 428|1401ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 429|1442ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 430|1419ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 431|1473ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 432|1393ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 433|1383ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 434|1428ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 435|1425ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 436|1444ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 437|1463ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 438|1523ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 439|1434ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 440|1376ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 441|1436ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 442|1378ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 443|1415ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 444|1432ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 445|1464ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 446|1430ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 447|1444ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 448|1398ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 449|1599ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 451|1347ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 450|1478ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 452|1372ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 453|1415ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 455|1323ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 454|1374ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 456|1388ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 457|1369ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 458|1381ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 459|1384ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 460|1365ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 461|1466ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 464|1256ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 462|1357ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 463|1418ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 465|1461ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 467|1350ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 466|1421ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 468|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 469|1416ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 471|1361ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 470|1394ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 472|1372ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 473|1507ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 474|1363ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 475|1382ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 476|1405ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 477|1448ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 479|1373ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 478|1453ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 480|2339ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 483|1474ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 481|1566ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 482|1629ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 484|1446ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 485|1334ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 486|1313ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 487|1343ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 488|1663ms|1|1|1|1|1|1|1|1|1|1|1
MUTANT 490|1358ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 489|1395ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 491|1440ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 492|1356ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 493|1354ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 494|1340ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 495|1475ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 497|1491ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 498|1496ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 496|1535ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 499|1537ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 501|1366ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 500|1404ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 502|1389ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 503|1431ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 505|1291ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 504|1327ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 506|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 507|1414ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 509|1320ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 508|1365ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 510|1375ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 511|1585ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 512|1592ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 513|1590ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 514|1577ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 515|1499ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 516|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 517|1393ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 518|1418ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 519|1412ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 520|1450ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 521|1478ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 522|1361ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 523|1464ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 525|1344ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 524|1389ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 526|1414ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 527|1593ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 528|1562ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 529|1561ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 530|1560ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 531|1364ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 533|1375ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 532|1461ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 534|1491ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 535|1579ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 536|1396ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 537|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 538|1408ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 539|1429ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 540|1326ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 541|1409ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 542|1507ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 543|1489ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 544|1599ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 545|1575ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 546|1555ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 547|1384ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 548|1397ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 549|1434ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 550|1390ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 551|1383ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 552|1419ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 553|1364ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 554|1414ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 555|1383ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 556|1523ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 557|1455ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 558|1638ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 559|1500ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 560|1523ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 561|1573ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 562|1554ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 563|1466ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 564|1438ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 565|1433ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 566|1372ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 567|1393ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 568|1400ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 569|1419ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 570|1400ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 571|1410ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 572|1590ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 573|1596ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 574|1546ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 575|1544ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 576|1443ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 577|1445ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 578|1402ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 579|1373ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 580|1379ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 581|1417ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 582|1402ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 583|1395ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 584|1417ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 585|1376ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 586|1395ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 587|1386ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 588|1593ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 589|1658ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 590|1588ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 591|1558ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 592|1415ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 593|1416ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 594|1394ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 595|1391ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 596|1376ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 597|1383ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 598|1417ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 599|1409ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 600|1403ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 601|1409ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 602|1416ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 603|1486ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 604|1727ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 605|1683ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 606|1743ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 607|1601ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 608|1386ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 609|1416ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 610|1437ms|1|1|0|1|1|1|1|1|1|1|1
MUTANT 611|1389ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 612|1322ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 613|1410ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 614|1364ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 615|1498ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 616|1402ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 618|1357ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 617|1505ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 619|1555ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 620|1593ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 622|1531ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 621|1584ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 623|1746ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 624|1872ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 625|1779ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 626|1859ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 627|1827ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 628|1736ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 629|1607ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 630|1614ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 631|1459ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 632|1674ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 634|1442ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 633|1583ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 635|1537ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 637|1317ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 636|1357ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 638|1366ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 639|1433ms|1|1|0|1|1|1|1|1|1|1|1
MUTANT 641|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 640|1482ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 642|1539ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 643|1488ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 644|1386ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 645|1359ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 646|1398ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 647|1433ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 649|1528ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 648|1599ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 650|1613ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 651|1674ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 652|1339ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 653|1318ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 654|1472ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 655|1441ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 656|1371ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 657|1410ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 658|1354ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 659|1368ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 660|1368ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 661|1372ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 662|1458ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 663|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 664|1463ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 665|1477ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 666|1392ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 667|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 668|1348ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 669|1387ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 670|1361ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 671|1364ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 672|1426ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 673|1369ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 674|1395ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 675|1459ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 676|1456ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 677|1439ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 678|1451ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 679|1441ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 681|1376ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 680|1491ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 682|1454ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 683|1435ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 684|1351ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 685|1480ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 686|1377ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 687|1377ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 688|1401ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 689|1358ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 690|1501ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 691|1445ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 692|1460ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 693|1441ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 694|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 695|1611ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 696|1480ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 697|1459ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 698|1429ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 699|1432ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 700|1470ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 701|1453ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 702|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 703|1396ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 704|1418ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 705|1331ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 706|1356ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 707|1441ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 708|1355ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 709|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 710|1408ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 711|1483ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 712|1410ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 713|1437ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 714|1398ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 715|1471ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 716|1453ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 717|1511ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 718|1417ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 719|1449ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 720|1436ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 721|1438ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 722|1398ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 723|1461ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 725|1313ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 724|1455ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 726|1436ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 727|1409ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 729|1408ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 728|1516ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 730|1469ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 731|1386ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 732|1384ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 733|1417ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 734|1399ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 735|1403ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 736|1406ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 737|1449ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 738|1385ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 739|1449ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 740|1442ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 741|1502ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 742|1480ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 743|1513ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 744|1483ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 745|1493ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 746|1719ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 747|1554ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 748|1564ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 749|1559ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 750|1503ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 751|1370ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 752|1344ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 753|1452ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 754|1423ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 755|1401ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 756|1357ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 757|1401ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 758|1370ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 759|1367ms|1|1|0|1|1|1|1|1|1|1|1
MUTANT 760|1381ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 761|1386ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 762|1474ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 764|1348ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 763|1404ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 765|1394ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 766|1399ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 767|1439ms|1|1|0|1|1|1|1|1|1|1|1
MUTANT 768|1448ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 769|1523ms|1|0|0|1|1|1|1|1|1|1|1
MUTANT 770|1501ms|1|0|1|1|1|1|1|1|1|1|1
MUTANT 771|1401ms|1|0|1|1|1|1|1|1|1|1|1
