mutant-id|timeToExecute|0-passes a basic sanity check|1-allows namespaces to be a non-string value|2-honors global debug namespace enable calls|3-uses custom log function|4-should extend namespace|5-should extend namespace with custom delimiter|6-should extend namespace with empty delimiter
MUTANT 47|1530ms|1|1|1|1|1|1|1
MUTANT 46|1698ms|1|1|1|1|1|1|1
MUTANT 48|1647ms|1|1|1|1|1|1|1
MUTANT 50|1385ms|1|1|1|1|1|1|1
MUTANT 49|1457ms|1|1|1|1|1|1|1
MUTANT 51|1481ms|1|1|1|1|1|1|1
MUTANT 52|1437ms|1|1|1|1|1|1|1
MUTANT 54|1364ms|1|1|1|1|1|1|1
MUTANT 53|1397ms|1|1|1|1|1|1|1
MUTANT 55|1402ms|1|1|1|1|1|1|1
MUTANT 56|1507ms|1|1|1|1|1|1|1
MUTANT 57|1322ms|1|1|1|1|1|1|1
MUTANT 58|1433ms|1|1|1|1|1|1|1
MUTANT 59|1411ms|1|1|1|1|1|1|1
MUTANT 60|1405ms|1|1|1|1|1|1|1
MUTANT 61|1539ms|1|1|1|1|1|1|1
MUTANT 62|1528ms|1|1|1|1|1|1|1
MUTANT 63|1601ms|1|1|1|1|1|1|1
MUTANT 64|1568ms|1|1|1|1|1|1|1
MUTANT 65|1380ms|1|1|1|1|1|1|1
MUTANT 66|1500ms|1|1|1|1|1|1|1
MUTANT 67|1493ms|1|1|1|1|1|1|1
MUTANT 68|1396ms|1|1|1|1|1|1|1
MUTANT 69|1401ms|1|1|1|1|1|1|1
MUTANT 70|1437ms|1|1|1|1|1|1|1
MUTANT 71|1444ms|1|1|1|1|1|1|1
MUTANT 72|1439ms|1|1|1|1|1|1|1
MUTANT 73|1393ms|1|1|1|1|1|1|1
MUTANT 74|1429ms|1|1|1|1|1|1|1
MUTANT 75|1415ms|1|1|1|1|1|1|1
MUTANT 76|1401ms|1|1|1|1|1|1|1
MUTANT 77|1609ms|1|1|1|1|1|1|1
MUTANT 78|1644ms|1|1|1|1|1|1|1
MUTANT 79|1546ms|1|1|1|1|1|1|1
MUTANT 80|1575ms|1|1|1|1|1|1|1
MUTANT 81|1457ms|1|1|1|1|1|1|1
MUTANT 82|1391ms|1|1|1|1|1|1|1
MUTANT 83|1403ms|1|1|1|1|1|1|1
MUTANT 84|1424ms|1|1|1|1|1|1|1
MUTANT 85|1394ms|1|1|1|1|1|1|1
MUTANT 86|1412ms|1|1|1|1|1|1|1
MUTANT 87|1359ms|1|1|1|1|1|1|1
MUTANT 88|1412ms|1|1|1|1|1|1|1
MUTANT 89|1451ms|1|1|1|1|1|1|1
MUTANT 90|1469ms|1|1|1|1|1|1|1
MUTANT 91|1460ms|1|1|1|1|1|1|1
MUTANT 92|1405ms|1|1|1|1|1|1|1
MUTANT 93|1630ms|1|1|1|1|1|1|1
MUTANT 94|1591ms|1|1|1|1|1|1|1
MUTANT 95|1605ms|1|1|1|1|1|1|1
MUTANT 96|1593ms|1|1|1|1|1|1|1
MUTANT 97|1432ms|1|1|1|1|1|1|1
MUTANT 98|1442ms|1|1|1|1|1|1|1
MUTANT 99|1354ms|1|1|1|1|1|1|1
MUTANT 100|1417ms|1|1|1|1|1|1|1
MUTANT 101|1375ms|1|1|1|1|1|1|1
MUTANT 103|1402ms|1|1|1|1|1|1|1
MUTANT 102|1423ms|1|1|1|1|1|1|1
MUTANT 104|1464ms|1|1|1|1|1|1|1
MUTANT 105|1418ms|1|1|1|1|1|1|1
MUTANT 107|1361ms|1|1|1|1|1|1|1
MUTANT 106|1393ms|1|1|1|1|1|1|1
MUTANT 108|1421ms|1|1|1|1|1|1|1
MUTANT 109|1641ms|1|1|1|1|1|1|1
MUTANT 110|1556ms|1|1|1|1|1|1|1
MUTANT 111|1573ms|1|1|1|1|1|1|1
MUTANT 112|1654ms|1|1|1|1|1|1|1
MUTANT 113|1443ms|1|1|1|1|1|1|1
MUTANT 114|1368ms|1|1|1|1|1|1|1
MUTANT 115|1413ms|1|1|1|1|1|1|1
MUTANT 116|1402ms|1|1|1|1|1|1|1
MUTANT 117|1336ms|1|1|1|1|1|1|1
MUTANT 118|1342ms|1|1|1|1|1|1|1
MUTANT 119|1473ms|1|1|1|1|1|1|1
MUTANT 120|1421ms|1|1|1|1|1|1|1
MUTANT 121|1450ms|1|1|1|1|1|1|1
MUTANT 122|1451ms|1|1|1|1|1|1|1
MUTANT 123|1482ms|1|1|1|1|1|1|1
MUTANT 124|1536ms|1|1|1|1|1|1|1
MUTANT 125|1591ms|1|1|1|1|1|1|1
MUTANT 126|1582ms|1|1|1|1|1|1|1
MUTANT 127|1614ms|1|1|1|1|1|1|1
MUTANT 128|1566ms|1|1|1|1|1|1|1
MUTANT 129|1372ms|1|1|1|1|1|1|1
MUTANT 130|1400ms|1|1|1|1|1|1|1
MUTANT 131|1388ms|1|1|1|1|1|1|1
MUTANT 132|1433ms|1|1|1|1|1|1|1
MUTANT 133|1398ms|1|1|1|1|1|1|1
MUTANT 134|1420ms|1|1|1|1|1|1|1
MUTANT 135|1433ms|1|1|1|1|1|1|1
MUTANT 136|1423ms|1|1|1|1|1|1|1
MUTANT 137|1397ms|1|1|1|1|1|1|1
MUTANT 138|1410ms|1|1|1|1|1|1|1
MUTANT 139|1489ms|1|1|1|1|1|1|1
MUTANT 140|1613ms|1|1|1|1|1|1|1
MUTANT 141|1506ms|1|1|1|1|1|1|1
MUTANT 142|1570ms|1|1|1|1|1|1|1
MUTANT 143|1478ms|1|1|1|1|1|1|1
MUTANT 144|1402ms|1|1|1|1|1|1|1
MUTANT 145|1440ms|1|1|1|1|1|1|1
MUTANT 146|1387ms|1|1|1|1|1|1|1
MUTANT 147|1354ms|1|1|1|1|1|1|1
MUTANT 148|1542ms|1|1|1|1|1|1|1
MUTANT 149|1795ms|1|1|1|1|1|1|1
MUTANT 150|1663ms|1|1|1|1|1|1|1
MUTANT 151|1595ms|1|1|1|1|1|1|1
MUTANT 152|1988ms|1|1|1|1|1|1|1
MUTANT 153|1753ms|1|1|1|1|1|1|1
MUTANT 154|1759ms|1|1|1|1|1|1|1
MUTANT 155|1900ms|1|1|1|1|1|1|1
MUTANT 156|1401ms|1|1|1|1|1|1|1
MUTANT 157|1319ms|1|1|1|1|1|1|1
MUTANT 158|1312ms|1|1|1|1|1|1|1
MUTANT 159|1351ms|1|1|1|1|1|1|1
MUTANT 160|1388ms|1|1|1|1|1|1|1
MUTANT 162|1391ms|1|1|1|1|1|1|1
MUTANT 161|1415ms|1|1|1|1|1|1|1
MUTANT 163|1469ms|1|1|1|1|1|1|1
MUTANT 164|1709ms|1|1|1|1|1|1|1
MUTANT 166|1620ms|1|1|1|1|1|1|1
MUTANT 165|1643ms|1|1|1|1|1|1|1
MUTANT 167|1796ms|1|1|1|1|1|1|1
MUTANT 168|1657ms|1|1|1|1|1|1|1
MUTANT 170|1623ms|1|1|1|1|1|1|1
MUTANT 169|1786ms|1|1|1|1|1|1|1
MUTANT 171|1698ms|1|1|1|1|1|1|1
MUTANT 172|1800ms|1|1|1|1|1|1|1
MUTANT 173|1701ms|1|1|1|1|1|1|1
MUTANT 174|1646ms|1|1|1|1|1|1|1
MUTANT 175|1557ms|1|1|1|1|1|1|1
MUTANT 176|1339ms|1|1|1|1|1|1|1
MUTANT 177|1330ms|1|1|1|1|1|1|1
MUTANT 178|1344ms|1|1|1|1|1|1|1
MUTANT 179|1302ms|1|1|1|1|1|1|1
MUTANT 180|1348ms|1|1|1|1|1|1|1
MUTANT 181|1346ms|1|1|1|1|1|1|1
MUTANT 182|1359ms|1|1|1|1|1|1|1
MUTANT 183|1432ms|1|1|1|1|1|1|1
MUTANT 184|1414ms|1|1|1|1|1|1|1
MUTANT 185|1376ms|1|1|1|1|1|1|1
MUTANT 186|1346ms|1|1|1|1|1|1|1
MUTANT 187|1411ms|1|1|1|1|1|1|1
MUTANT 188|1541ms|1|1|1|1|1|1|1
MUTANT 190|1392ms|1|1|1|1|1|1|1
MUTANT 189|1508ms|1|1|1|1|1|1|1
MUTANT 191|1384ms|1|1|1|1|1|1|1
MUTANT 192|1535ms|1|1|1|1|1|1|1
MUTANT 193|1418ms|1|1|1|1|1|1|1
MUTANT 194|1545ms|1|1|1|1|1|1|1
MUTANT 195|1549ms|1|1|1|1|1|1|1
MUTANT 196|1571ms|1|1|1|1|1|1|1
MUTANT 197|1588ms|1|1|1|1|1|1|1
MUTANT 198|1560ms|1|1|1|1|1|1|1
MUTANT 199|1800ms|1|1|1|1|1|1|1
MUTANT 200|1708ms|1|1|1|1|1|1|1
MUTANT 201|1692ms|1|1|1|1|1|1|1
MUTANT 202|1704ms|1|1|1|1|1|1|1
MUTANT 203|1646ms|1|1|1|1|1|1|1
MUTANT 204|1456ms|1|1|1|1|1|1|1
MUTANT 205|1495ms|1|1|1|1|1|1|1
MUTANT 206|1489ms|1|1|1|1|1|1|1
MUTANT 207|1414ms|1|1|1|1|1|1|1
MUTANT 208|1821ms|1|1|1|1|1|1|1
MUTANT 209|1792ms|1|1|1|1|1|1|1
MUTANT 210|1697ms|1|1|1|1|1|1|1
MUTANT 211|1814ms|1|1|1|1|1|1|1
MUTANT 212|1659ms|1|1|1|1|1|1|1
MUTANT 213|1593ms|1|1|1|1|1|1|1
MUTANT 214|1615ms|1|1|1|1|1|1|1
MUTANT 215|1563ms|1|1|1|1|1|1|1
MUTANT 216|1651ms|1|1|1|1|1|1|1
MUTANT 217|1749ms|1|1|1|1|1|1|1
MUTANT 218|1885ms|1|1|1|1|1|1|1
MUTANT 219|1955ms|1|1|1|1|1|1|1
MUTANT 220|1780ms|1|1|1|1|1|1|1
MUTANT 221|1652ms|1|1|1|1|1|1|1
MUTANT 222|1956ms|1|1|1|1|1|1|1
MUTANT 223|1896ms|1|1|1|1|1|1|1
MUTANT 224|2150ms|1|1|1|1|1|1|1
MUTANT 225|2253ms|1|1|1|1|1|1|1
MUTANT 226|1962ms|1|1|1|1|1|1|1
MUTANT 227|1713ms|1|1|1|1|1|1|1
MUTANT 228|1773ms|1|1|1|1|1|1|1
MUTANT 229|1660ms|1|1|1|1|1|1|1
MUTANT 230|1859ms|1|1|1|1|1|1|1
MUTANT 231|1800ms|1|1|1|1|1|1|1
MUTANT 233|1845ms|1|1|1|1|1|1|1
MUTANT 232|1864ms|1|1|1|1|1|1|1
MUTANT 234|1920ms|1|1|1|1|1|1|1
MUTANT 235|2039ms|1|1|1|1|1|1|1
MUTANT 237|1659ms|1|1|1|1|1|1|1
MUTANT 236|1715ms|1|1|1|1|1|1|1
MUTANT 238|1546ms|1|1|1|1|1|1|1
MUTANT 239|1516ms|1|1|1|1|1|1|1
MUTANT 240|1369ms|1|1|1|1|1|1|1
MUTANT 241|1366ms|1|1|1|1|1|1|1
MUTANT 242|1331ms|1|1|1|1|1|1|1
MUTANT 243|1387ms|1|1|1|1|1|1|1
MUTANT 244|1346ms|1|1|1|1|1|1|1
MUTANT 245|1435ms|1|1|1|1|1|1|1
MUTANT 246|1401ms|1|1|1|1|1|1|1
MUTANT 247|1466ms|1|1|1|1|1|1|1
MUTANT 248|1600ms|1|1|1|1|1|1|1
MUTANT 249|1604ms|1|1|1|1|1|1|1
MUTANT 250|1527ms|1|1|1|1|1|1|1
MUTANT 251|1524ms|1|1|1|1|1|1|1
MUTANT 252|1590ms|1|1|1|1|1|1|1
MUTANT 253|1477ms|1|1|1|1|1|1|1
MUTANT 254|1479ms|1|1|1|1|1|1|1
MUTANT 255|1550ms|1|1|1|1|1|1|1
MUTANT 256|1667ms|1|1|1|1|1|1|1
MUTANT 257|1667ms|1|1|1|1|1|1|1
MUTANT 258|1703ms|1|1|1|1|1|1|1
MUTANT 259|1598ms|1|1|1|1|1|1|1
MUTANT 261|1491ms|1|1|1|1|1|1|1
MUTANT 260|1513ms|1|1|1|1|1|1|1
MUTANT 262|1496ms|1|1|1|1|1|1|1
MUTANT 263|1463ms|1|1|1|1|1|1|1
MUTANT 264|1570ms|1|1|1|1|1|1|1
MUTANT 265|1570ms|1|1|1|1|1|1|1
MUTANT 266|1399ms|1|1|1|1|1|1|1
MUTANT 267|1390ms|1|1|1|1|1|1|1
MUTANT 270|1409ms|1|1|1|1|1|1|1
MUTANT 268|1479ms|1|1|1|1|1|1|1
MUTANT 269|1474ms|1|1|1|1|1|1|1
MUTANT 271|1608ms|1|1|1|1|1|1|1
MUTANT 272|1475ms|1|1|1|1|1|1|1
MUTANT 274|1472ms|1|1|1|1|1|1|1
MUTANT 273|1489ms|1|1|1|1|1|1|1
MUTANT 275|1553ms|1|1|1|1|1|1|1
MUTANT 276|1541ms|1|1|1|1|1|1|1
MUTANT 278|1573ms|1|1|1|1|1|1|1
MUTANT 277|1595ms|1|1|1|1|1|1|1
MUTANT 279|1567ms|1|1|1|1|1|1|1
MUTANT 280|1383ms|1|1|1|1|1|1|1
MUTANT 282|1454ms|1|1|1|1|1|1|1
MUTANT 281|1482ms|1|1|1|1|1|1|1
MUTANT 283|1915ms|1|1|1|1|1|1|1
MUTANT 284|2026ms|1|1|1|1|1|1|1
MUTANT 286|1900ms|1|1|1|1|1|1|1
MUTANT 285|2001ms|1|1|1|1|1|1|1
MUTANT 287|1889ms|1|1|1|1|1|1|1
MUTANT 288|1549ms|1|1|1|1|1|1|1
MUTANT 289|1562ms|1|1|1|1|1|1|1
MUTANT 290|1631ms|1|1|1|1|1|1|1
MUTANT 291|1436ms|1|1|1|1|1|1|1
MUTANT 292|1435ms|1|1|1|1|1|1|1
MUTANT 293|1443ms|1|1|1|1|1|1|1
MUTANT 294|1479ms|1|1|1|1|1|1|1
MUTANT 295|1376ms|1|1|1|1|1|1|1
MUTANT 296|1385ms|1|1|1|1|1|1|1
MUTANT 297|1512ms|1|1|1|1|1|1|1
MUTANT 298|1417ms|1|1|1|1|1|1|1
MUTANT 299|1467ms|1|1|1|1|1|1|1
MUTANT 300|1690ms|1|1|1|1|1|1|1
MUTANT 301|1699ms|1|1|1|1|1|1|1
MUTANT 302|1759ms|1|1|1|1|1|1|1
MUTANT 303|1785ms|1|1|1|1|1|1|1
MUTANT 304|1626ms|1|1|1|1|1|1|1
MUTANT 305|1625ms|1|1|1|1|1|1|1
MUTANT 306|1552ms|1|1|1|1|1|1|1
MUTANT 307|1416ms|1|1|1|1|1|1|1
MUTANT 308|1408ms|1|1|1|1|1|1|1
MUTANT 309|1419ms|1|1|1|1|1|1|1
MUTANT 310|1436ms|1|1|1|1|1|1|1
MUTANT 311|1520ms|1|1|1|1|1|1|1
MUTANT 312|1483ms|1|1|1|1|1|1|1
MUTANT 313|1423ms|1|1|1|1|1|1|1
MUTANT 314|1433ms|1|1|1|1|1|1|1
MUTANT 315|1367ms|1|1|1|1|1|1|1
MUTANT 316|1381ms|1|1|1|1|1|1|1
MUTANT 317|1484ms|1|1|1|1|1|1|1
MUTANT 318|1459ms|1|1|1|1|1|1|1
MUTANT 319|1434ms|1|1|1|1|1|1|1
MUTANT 320|1411ms|1|1|1|1|1|1|1
MUTANT 321|1454ms|1|1|1|1|1|1|1
MUTANT 322|1446ms|1|1|1|1|1|1|1
MUTANT 323|1362ms|1|1|1|1|1|1|1
MUTANT 324|1410ms|1|1|1|1|1|1|1
MUTANT 325|1360ms|1|1|1|1|1|1|1
MUTANT 326|1390ms|1|1|1|1|1|1|1
MUTANT 327|1372ms|1|1|1|1|1|1|1
MUTANT 328|1344ms|1|1|1|1|1|1|1
MUTANT 329|1386ms|1|1|1|1|1|1|1
MUTANT 330|1350ms|1|1|1|1|1|1|1
MUTANT 331|1437ms|1|1|1|1|1|1|1
MUTANT 332|1461ms|1|1|1|1|1|1|1
MUTANT 333|1516ms|1|1|1|1|1|1|1
MUTANT 334|1516ms|1|1|1|1|1|1|1
MUTANT 335|1336ms|1|1|1|1|1|1|1
MUTANT 336|1401ms|1|1|1|1|1|1|1
MUTANT 337|1646ms|1|1|1|1|1|1|1
MUTANT 338|1647ms|1|1|1|1|1|1|1
MUTANT 339|1611ms|1|1|1|1|1|1|1
MUTANT 340|1757ms|1|1|1|1|1|1|1
MUTANT 342|1385ms|1|1|1|1|1|1|1
MUTANT 341|1454ms|1|1|1|1|1|1|1
MUTANT 343|1444ms|1|1|1|1|1|1|1
MUTANT 344|1454ms|1|1|1|1|1|1|1
MUTANT 345|1423ms|1|1|1|1|1|1|1
MUTANT 346|1425ms|1|1|1|1|1|1|1
MUTANT 347|1370ms|1|1|1|1|1|1|1
MUTANT 348|1385ms|1|1|1|1|1|1|1
MUTANT 349|1352ms|1|1|1|1|1|1|1
MUTANT 350|1351ms|1|1|1|1|1|1|1
MUTANT 351|1333ms|1|1|1|1|1|1|1
MUTANT 352|1432ms|1|1|1|1|1|1|1
MUTANT 354|1422ms|1|1|1|1|1|1|1
MUTANT 353|1437ms|1|1|1|1|1|1|1
MUTANT 355|1398ms|1|1|1|1|1|1|1
MUTANT 356|1418ms|1|1|1|1|1|1|1
MUTANT 357|1331ms|1|1|1|1|1|1|1
MUTANT 358|1331ms|1|1|1|1|1|1|1
MUTANT 359|1404ms|1|1|1|1|1|1|1
MUTANT 360|1434ms|1|1|1|1|1|1|1
MUTANT 361|1401ms|1|1|1|1|1|1|1
MUTANT 362|1403ms|1|1|1|1|1|1|1
MUTANT 363|1403ms|1|1|1|1|1|1|1
MUTANT 364|1371ms|1|1|1|1|1|1|1
MUTANT 366|1309ms|1|1|1|1|1|1|1
MUTANT 365|1426ms|1|1|1|1|1|1|1
MUTANT 367|1383ms|1|1|1|1|1|1|1
MUTANT 369|1397ms|1|1|1|1|1|1|1
MUTANT 368|1414ms|1|1|1|1|1|1|1
MUTANT 370|1483ms|1|1|1|1|1|1|1
MUTANT 371|1416ms|1|1|1|1|1|1|1
MUTANT 372|1504ms|1|1|1|1|1|1|1
MUTANT 374|1367ms|1|1|1|1|1|1|1
MUTANT 373|1567ms|1|1|1|1|1|1|1
MUTANT 375|1387ms|1|1|1|1|1|1|1
MUTANT 376|1367ms|1|1|1|1|1|1|1
MUTANT 378|1327ms|1|1|1|1|1|1|1
MUTANT 377|1371ms|1|1|1|1|1|1|1
MUTANT 379|1386ms|1|1|1|1|1|1|1
MUTANT 381|1336ms|1|1|1|1|1|1|1
MUTANT 380|1368ms|1|1|1|1|1|1|1
MUTANT 382|1334ms|1|1|1|1|1|1|1
MUTANT 383|1375ms|1|1|1|1|1|1|1
MUTANT 384|1421ms|1|1|1|1|1|1|1
MUTANT 386|1403ms|1|1|1|1|1|1|1
MUTANT 385|1434ms|1|1|1|1|1|1|1
MUTANT 387|1466ms|1|1|1|1|1|1|1
MUTANT 388|1403ms|1|1|1|1|1|1|1
MUTANT 389|1406ms|1|1|1|1|1|1|1
MUTANT 390|1446ms|1|1|1|1|1|1|1
MUTANT 391|1472ms|1|1|1|1|1|1|1
MUTANT 392|1361ms|1|1|1|1|1|1|1
MUTANT 393|1361ms|1|1|1|1|1|1|1
MUTANT 394|1376ms|1|1|1|1|1|1|1
MUTANT 395|1374ms|1|1|1|1|1|1|1
MUTANT 396|1337ms|1|1|1|1|1|1|1
MUTANT 397|1383ms|1|1|1|1|1|1|1
MUTANT 398|1389ms|1|1|1|1|1|1|1
MUTANT 399|1416ms|1|1|1|1|1|1|1
MUTANT 400|1387ms|1|1|1|1|1|1|1
MUTANT 401|1343ms|1|1|1|1|1|1|1
MUTANT 402|1366ms|1|1|1|1|1|1|1
MUTANT 403|1453ms|1|1|1|1|1|1|1
MUTANT 404|1377ms|1|1|1|1|1|1|1
MUTANT 405|1428ms|1|1|1|1|1|1|1
MUTANT 406|1417ms|1|1|1|1|1|1|1
MUTANT 407|1417ms|1|1|1|1|1|1|1
MUTANT 408|1390ms|1|1|1|1|1|1|1
MUTANT 409|1392ms|1|1|1|1|1|1|1
MUTANT 410|1417ms|1|1|1|1|1|1|1
MUTANT 411|1369ms|1|1|1|1|1|1|1
MUTANT 412|1419ms|1|1|1|1|1|1|1
MUTANT 413|1402ms|1|1|1|1|1|1|1
MUTANT 414|1372ms|1|1|1|1|1|1|1
MUTANT 415|1433ms|1|1|1|1|1|1|1
MUTANT 417|1344ms|1|1|1|1|1|1|1
MUTANT 416|1395ms|1|1|1|1|1|1|1
MUTANT 418|1429ms|1|1|1|1|1|1|1
MUTANT 419|1380ms|1|1|1|1|1|1|1
MUTANT 420|1361ms|1|1|1|1|1|1|1
MUTANT 421|1431ms|1|1|1|1|1|1|1
MUTANT 422|1398ms|1|1|1|1|1|1|1
MUTANT 423|1366ms|1|1|1|1|1|1|1
MUTANT 424|1369ms|1|1|1|1|1|1|1
MUTANT 425|1387ms|1|1|1|1|1|1|1
MUTANT 426|1421ms|1|1|1|1|1|1|1
MUTANT 427|1419ms|1|1|1|1|1|1|1
MUTANT 428|1413ms|1|1|1|1|1|1|1
MUTANT 429|1423ms|1|1|1|1|1|1|1
MUTANT 430|1416ms|1|1|1|1|1|1|1
MUTANT 431|1331ms|1|1|1|1|1|1|1
MUTANT 432|1403ms|1|1|1|1|1|1|1
MUTANT 433|1377ms|1|1|1|1|1|1|1
MUTANT 434|1458ms|1|1|1|1|1|1|1
MUTANT 435|1333ms|1|1|1|1|1|1|1
MUTANT 436|1349ms|1|1|1|1|1|1|1
MUTANT 437|1391ms|1|1|1|1|1|1|1
MUTANT 438|1417ms|1|1|1|1|1|1|1
MUTANT 439|1372ms|1|1|1|1|1|1|1
MUTANT 440|1366ms|1|1|1|1|1|1|1
MUTANT 441|1377ms|1|1|1|1|1|1|1
MUTANT 442|1355ms|1|1|1|1|1|1|1
MUTANT 443|1374ms|1|1|1|1|1|1|1
MUTANT 444|1427ms|1|1|1|1|1|1|1
MUTANT 445|1377ms|1|1|1|1|1|1|1
MUTANT 446|1317ms|1|1|1|1|1|1|1
MUTANT 447|1405ms|1|1|1|1|1|1|1
MUTANT 448|1384ms|1|1|1|1|1|1|1
MUTANT 449|1399ms|1|1|1|1|1|1|1
MUTANT 450|1453ms|1|1|1|1|1|1|1
MUTANT 451|1401ms|1|1|1|1|1|1|1
MUTANT 452|1377ms|1|1|1|1|1|1|1
MUTANT 453|1430ms|1|1|1|1|1|1|1
MUTANT 454|1381ms|1|1|1|1|1|1|1
MUTANT 455|1420ms|1|1|1|1|1|1|1
MUTANT 456|1310ms|1|1|1|1|1|1|1
MUTANT 457|1304ms|1|1|1|1|1|1|1
MUTANT 458|1256ms|1|1|1|1|1|1|1
MUTANT 460|1310ms|1|1|1|1|1|1|1
MUTANT 462|1310ms|1|1|1|1|1|1|1
MUTANT 459|1333ms|1|1|1|1|1|1|1
MUTANT 461|1413ms|1|1|1|1|1|1|1
MUTANT 465|1315ms|1|1|1|1|1|1|1
MUTANT 463|1357ms|1|1|0|1|1|1|1
MUTANT 464|1403ms|1|1|0|1|1|1|1
MUTANT 466|1382ms|1|1|1|1|1|1|1
MUTANT 468|1517ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 469|1470ms|0|0|0|0|0|0|0
MUTANT 467|1561ms|1|1|1|1|1|1|1
MUTANT 470|1409ms|0|0|0|0|0|0|0
MUTANT 473|1302ms|1|1|1|1|1|1|1
MUTANT 474|1322ms|1|1|1|1|1|1|1
MUTANT 476|1229ms|1|0|0|1|1|1|1
MUTANT 477|1161ms|1|1|1|1|1|1|1
MUTANT 478|1531ms|1|1|0|0|0|0|0
MUTANT 479|1405ms|1|1|1|1|1|1|1
MUTANT 480|1426ms|1|1|1|1|1|1|1
MUTANT 481|1396ms|1|1|1|1|1|1|1
MUTANT 482|1389ms|1|1|1|1|1|1|1
MUTANT 483|1391ms|1|1|1|1|1|1|1
MUTANT 484|1443ms|1|1|1|1|1|1|1
MUTANT 485|1422ms|1|1|1|1|0|0|0
MUTANT 486|1433ms|1|1|1|1|0|0|0
MUTANT 487|1399ms|1|1|1|1|1|1|1
MUTANT 488|1385ms|1|1|1|1|1|1|1
MUTANT 489|1376ms|1|1|0|1|1|1|1
MUTANT 490|1394ms|1|1|0|1|1|1|1
MUTANT 491|1393ms|1|1|1|1|1|1|1
MUTANT 492|1439ms|1|1|1|1|1|1|1
MUTANT 493|1371ms|1|1|1|1|1|1|1
MUTANT 494|1380ms|1|1|1|1|1|1|1
MUTANT 495|1391ms|1|1|1|1|1|1|1
MUTANT 496|1325ms|1|1|1|1|1|1|1
MUTANT 497|1374ms|1|1|1|0|1|1|1
MUTANT 498|1394ms|1|1|1|1|1|1|1
MUTANT 500|1287ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 499|1382ms|1|1|1|1|0|0|0
MUTANT 501|1347ms|1|1|0|1|1|1|1
MUTANT 502|1439ms|1|1|0|1|1|1|1
MUTANT 503|1394ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 504|1393ms|1|1|0|1|1|1|1
MUTANT 505|1481ms|0|0|0|0|0|0|0
MUTANT 507|1378ms|1|1|1|1|1|1|1
MUTANT 506|1531ms|0|0|0|0|0|0|0
MUTANT 508|1472ms|1|1|1|1|1|1|1
MUTANT 509|1402ms|1|1|1|1|1|1|1
MUTANT 510|1312ms|1|1|1|1|1|1|1
MUTANT 511|1322ms|1|1|1|1|1|1|1
MUTANT 512|1325ms|1|1|1|1|1|1|1
