mutant-id|timeToExecute|0-passes a basic sanity check|1-allows namespaces to be a non-string value|2-honors global debug namespace enable calls|3-uses custom log function|4-should extend namespace|5-should extend namespace with custom delimiter|6-should extend namespace with empty delimiter
MUTANT 76|1482ms|1|1|1|1|1|1|1
MUTANT 78|1369ms|1|1|1|1|1|1|1
MUTANT 77|1426ms|1|1|1|1|1|1|1
MUTANT 79|1397ms|1|1|1|1|1|1|1
MUTANT 80|1643ms|1|1|1|1|1|1|1
MUTANT 82|1494ms|1|1|1|1|1|1|1
MUTANT 81|1527ms|1|1|1|1|1|1|1
MUTANT 83|1536ms|1|1|1|1|1|1|1
MUTANT 84|1434ms|1|1|1|1|1|1|1
MUTANT 85|1397ms|1|1|1|1|1|1|1
MUTANT 86|1476ms|1|1|1|1|1|1|1
MUTANT 87|1442ms|1|1|1|1|1|1|1
MUTANT 88|1384ms|1|1|1|1|1|1|1
MUTANT 89|1382ms|1|1|1|1|1|1|1
MUTANT 90|1405ms|1|1|1|1|1|1|1
MUTANT 91|1349ms|1|1|1|1|1|1|1
MUTANT 92|1404ms|1|1|1|1|1|1|1
MUTANT 93|1461ms|1|1|1|1|1|1|1
MUTANT 94|1478ms|1|1|1|1|1|1|1
MUTANT 95|1412ms|1|1|1|1|1|1|1
MUTANT 96|1669ms|1|1|1|1|1|1|1
MUTANT 97|1611ms|1|1|1|1|1|1|1
MUTANT 98|1595ms|1|1|1|1|1|1|1
MUTANT 99|1592ms|1|1|1|1|1|1|1
MUTANT 100|1423ms|1|1|1|1|1|1|1
MUTANT 101|1447ms|1|1|1|1|1|1|1
MUTANT 102|1435ms|1|1|1|1|1|1|1
MUTANT 103|1386ms|1|1|1|1|1|1|1
MUTANT 104|1340ms|1|1|1|1|1|1|1
MUTANT 105|1391ms|1|1|1|1|1|1|1
MUTANT 106|1361ms|1|1|1|1|1|1|1
MUTANT 107|1424ms|1|1|1|1|1|1|1
MUTANT 108|1452ms|1|1|1|1|1|1|1
MUTANT 110|1399ms|1|1|1|1|1|1|1
MUTANT 109|1475ms|1|1|1|1|1|1|1
MUTANT 111|1463ms|1|1|1|1|1|1|1
MUTANT 112|1565ms|1|1|1|1|1|1|1
MUTANT 113|1512ms|1|1|1|1|1|1|1
MUTANT 114|1538ms|1|1|1|1|1|1|1
MUTANT 115|1561ms|1|1|1|1|1|1|1
MUTANT 116|1376ms|1|1|1|1|1|1|1
MUTANT 117|1375ms|1|1|1|1|1|1|1
MUTANT 118|1370ms|1|1|1|1|1|1|1
MUTANT 119|1370ms|1|1|1|1|1|1|1
MUTANT 120|1421ms|1|1|1|1|1|1|1
MUTANT 121|1353ms|1|1|1|1|1|1|1
MUTANT 122|1387ms|1|1|1|1|1|1|1
MUTANT 123|1393ms|1|1|1|1|1|1|1
MUTANT 124|1491ms|1|1|1|1|1|1|1
MUTANT 125|1449ms|1|1|1|1|1|1|1
MUTANT 126|1582ms|1|1|1|1|1|1|1
MUTANT 127|1567ms|1|1|1|1|1|1|1
MUTANT 128|1452ms|1|1|1|1|1|1|1
MUTANT 129|1514ms|1|1|1|1|1|1|1
MUTANT 130|1455ms|1|1|1|1|1|1|1
MUTANT 131|1420ms|1|1|1|1|1|1|1
MUTANT 132|1477ms|1|1|1|1|1|1|1
MUTANT 133|1429ms|1|1|1|1|1|1|1
MUTANT 134|1484ms|1|1|1|1|1|1|1
MUTANT 135|1460ms|1|1|1|1|1|1|1
MUTANT 136|1495ms|1|1|1|1|1|1|1
MUTANT 137|1477ms|1|1|1|1|1|1|1
MUTANT 138|1610ms|1|1|1|1|1|1|1
MUTANT 139|1603ms|1|1|1|1|1|1|1
MUTANT 141|1471ms|1|1|1|1|1|1|1
MUTANT 140|1526ms|1|1|1|1|1|1|1
MUTANT 142|1502ms|1|1|1|1|1|1|1
MUTANT 143|1611ms|1|1|1|1|1|1|1
MUTANT 145|1393ms|1|1|1|1|1|1|1
MUTANT 144|1484ms|1|1|1|1|1|1|1
MUTANT 146|1431ms|1|1|1|1|1|1|1
MUTANT 147|1412ms|1|1|1|1|1|1|1
MUTANT 148|1350ms|1|1|1|1|1|1|1
MUTANT 149|1433ms|1|1|1|1|1|1|1
MUTANT 150|1396ms|1|1|1|1|1|1|1
MUTANT 151|1462ms|1|1|1|1|1|1|1
MUTANT 152|1437ms|1|1|1|1|1|1|1
MUTANT 153|1388ms|1|1|1|1|1|1|1
MUTANT 154|1436ms|1|1|1|1|1|1|1
MUTANT 155|1466ms|1|1|1|1|1|1|1
MUTANT 156|1623ms|1|1|1|1|1|1|1
MUTANT 157|1606ms|1|1|1|1|1|1|1
MUTANT 158|1539ms|1|1|1|1|1|1|1
MUTANT 159|1687ms|1|1|1|1|1|1|1
MUTANT 160|1499ms|1|1|1|1|1|1|1
MUTANT 161|1435ms|1|1|1|1|1|1|1
MUTANT 162|1458ms|1|1|1|1|1|1|1
MUTANT 163|1415ms|1|1|1|1|1|1|1
MUTANT 164|1403ms|1|1|1|1|1|1|1
MUTANT 165|1399ms|1|1|1|1|1|1|1
MUTANT 166|1418ms|1|1|1|1|1|1|1
MUTANT 167|1427ms|1|1|1|1|1|1|1
MUTANT 168|1430ms|1|1|1|1|1|1|1
MUTANT 169|1446ms|1|1|1|1|1|1|1
MUTANT 170|1434ms|1|1|1|1|1|1|1
MUTANT 171|1424ms|1|1|1|1|1|1|1
MUTANT 172|1461ms|1|1|1|1|1|1|1
MUTANT 173|1539ms|1|1|1|1|1|1|1
MUTANT 174|1476ms|1|1|1|1|1|1|1
MUTANT 175|1486ms|1|1|1|1|1|1|1
MUTANT 176|1471ms|1|1|1|1|1|1|1
MUTANT 177|1568ms|1|1|1|1|1|1|1
MUTANT 178|1476ms|1|1|1|1|1|1|1
MUTANT 179|1478ms|1|1|1|1|1|1|1
MUTANT 180|1453ms|1|1|1|1|1|1|1
MUTANT 181|1463ms|1|1|1|1|1|1|1
MUTANT 182|1441ms|1|1|1|1|1|1|1
MUTANT 183|1450ms|1|1|1|1|1|1|1
MUTANT 184|1399ms|1|1|1|1|1|1|1
MUTANT 185|1460ms|1|1|1|1|1|1|1
MUTANT 186|1559ms|1|1|1|1|1|1|1
MUTANT 187|1458ms|1|1|1|1|1|1|1
MUTANT 188|1544ms|1|1|1|1|1|1|1
MUTANT 189|1494ms|1|1|1|1|1|1|1
MUTANT 190|1498ms|1|1|1|1|1|1|1
MUTANT 191|1531ms|1|1|1|1|1|1|1
MUTANT 192|1455ms|1|1|1|1|1|1|1
MUTANT 193|1462ms|1|1|1|1|1|1|1
MUTANT 194|1560ms|1|1|1|1|1|1|1
MUTANT 195|1462ms|1|1|1|1|1|1|1
MUTANT 196|1561ms|1|1|1|1|1|1|1
MUTANT 197|1497ms|1|1|1|1|1|1|1
MUTANT 198|1481ms|1|1|1|1|1|1|1
MUTANT 199|1449ms|1|1|1|1|1|1|1
MUTANT 200|1466ms|1|1|1|1|1|1|1
MUTANT 201|1427ms|1|1|1|1|1|1|1
MUTANT 202|1446ms|1|1|1|1|1|1|1
MUTANT 203|1462ms|1|1|1|1|1|1|1
MUTANT 204|1679ms|1|1|1|1|1|1|1
MUTANT 205|1645ms|1|1|1|1|1|1|1
MUTANT 206|1615ms|1|1|1|1|1|1|1
MUTANT 207|1610ms|1|1|1|1|1|1|1
MUTANT 209|1444ms|1|1|1|1|1|1|1
MUTANT 208|1545ms|1|1|1|1|1|1|1
MUTANT 210|1558ms|1|1|1|1|1|1|1
MUTANT 211|1519ms|1|1|1|1|1|1|1
MUTANT 212|1430ms|1|1|1|1|1|1|1
MUTANT 213|1435ms|1|1|1|1|1|1|1
MUTANT 214|1462ms|1|1|1|1|1|1|1
MUTANT 215|1462ms|1|1|1|1|1|1|1
MUTANT 217|1451ms|1|1|1|1|1|1|1
MUTANT 216|1551ms|1|1|1|1|1|1|1
MUTANT 218|1646ms|1|1|1|1|1|1|1
MUTANT 219|1882ms|1|1|1|1|1|1|1
MUTANT 220|1649ms|1|1|1|1|1|1|1
MUTANT 221|1613ms|1|1|1|1|1|1|1
MUTANT 222|1483ms|1|1|1|1|1|1|1
MUTANT 223|1476ms|1|1|1|1|1|1|1
MUTANT 224|1428ms|1|1|1|1|1|1|1
MUTANT 225|1464ms|1|1|1|1|1|1|1
MUTANT 226|1413ms|1|1|1|1|1|1|1
MUTANT 227|1444ms|1|1|1|1|1|1|1
MUTANT 228|1400ms|1|1|1|1|1|1|1
MUTANT 229|1448ms|1|1|1|1|1|1|1
MUTANT 230|1440ms|1|1|1|1|1|1|1
MUTANT 231|1462ms|1|1|1|1|1|1|1
MUTANT 232|1454ms|1|1|1|1|1|1|1
MUTANT 233|1548ms|1|1|1|1|1|1|1
MUTANT 234|1474ms|1|1|1|1|1|1|1
MUTANT 235|1469ms|1|1|1|1|1|1|1
MUTANT 236|1468ms|1|1|1|1|1|1|1
MUTANT 237|1581ms|1|1|1|1|1|1|1
MUTANT 238|1479ms|1|1|1|1|1|1|1
MUTANT 239|1451ms|1|1|1|1|1|1|1
MUTANT 240|1462ms|1|1|1|1|1|1|1
MUTANT 241|1498ms|1|1|1|1|1|1|1
MUTANT 242|1452ms|1|1|1|1|1|1|1
MUTANT 243|1448ms|1|1|1|1|1|1|1
MUTANT 244|1410ms|1|1|1|1|1|1|1
MUTANT 245|1535ms|1|1|1|1|1|1|1
MUTANT 246|1467ms|1|1|1|1|1|1|1
MUTANT 247|1450ms|1|1|1|1|1|1|1
MUTANT 248|1585ms|1|1|1|1|1|1|1
MUTANT 249|1465ms|1|1|1|1|1|1|1
MUTANT 250|1508ms|1|1|1|1|1|1|1
MUTANT 251|1504ms|1|1|1|1|1|1|1
MUTANT 252|1489ms|1|1|1|1|1|1|1
MUTANT 253|1496ms|1|1|1|1|1|1|1
MUTANT 254|1481ms|1|1|1|1|1|1|1
MUTANT 255|1473ms|1|1|1|1|1|1|1
MUTANT 256|1510ms|1|1|1|1|1|1|1
MUTANT 257|1504ms|1|1|1|1|1|1|1
MUTANT 258|1481ms|1|1|1|1|1|1|1
MUTANT 259|1495ms|1|1|1|1|1|1|1
MUTANT 260|1382ms|1|1|1|1|1|1|1
MUTANT 261|1440ms|1|1|1|1|1|1|1
MUTANT 262|1471ms|1|1|1|1|1|1|1
MUTANT 263|1497ms|1|1|1|1|1|1|1
MUTANT 264|1538ms|1|1|1|1|1|1|1
MUTANT 265|1483ms|1|1|1|1|1|1|1
MUTANT 266|1551ms|1|1|1|1|1|1|1
MUTANT 267|1515ms|1|1|1|1|1|1|1
MUTANT 268|1420ms|1|1|1|1|1|1|1
MUTANT 269|1393ms|1|1|1|1|1|1|1
MUTANT 270|1489ms|1|1|1|1|1|1|1
MUTANT 271|1543ms|1|1|1|1|1|1|1
MUTANT 272|1526ms|1|1|1|1|1|1|1
MUTANT 273|1541ms|1|1|1|1|1|1|1
MUTANT 274|1574ms|1|1|1|1|1|1|1
MUTANT 275|1462ms|1|1|1|1|1|1|1
MUTANT 276|1404ms|1|1|1|1|1|1|1
MUTANT 277|1529ms|1|1|1|1|1|1|1
MUTANT 278|1495ms|1|1|1|1|1|1|1
MUTANT 279|1471ms|1|1|1|1|1|1|1
MUTANT 280|1462ms|1|1|1|1|1|1|1
MUTANT 281|1526ms|1|1|1|1|1|1|1
MUTANT 282|1486ms|1|1|1|1|1|1|1
MUTANT 283|1504ms|1|1|1|1|1|1|1
MUTANT 284|1434ms|1|1|1|1|1|1|1
MUTANT 285|1471ms|1|1|1|1|1|1|1
MUTANT 286|1541ms|1|1|1|1|1|1|1
MUTANT 287|1445ms|1|1|1|1|1|1|1
MUTANT 288|1427ms|1|1|1|1|1|1|1
MUTANT 289|1556ms|1|1|1|1|1|1|1
MUTANT 290|1504ms|1|1|1|1|1|1|1
MUTANT 291|1469ms|1|1|1|1|1|1|1
MUTANT 292|1470ms|1|1|1|1|1|1|1
MUTANT 293|1512ms|1|1|1|1|1|1|1
MUTANT 294|1473ms|1|1|1|1|1|1|1
MUTANT 295|1467ms|1|1|1|1|1|1|1
MUTANT 296|1641ms|1|1|1|1|1|1|1
MUTANT 297|1506ms|1|1|1|1|1|1|1
MUTANT 298|1462ms|1|1|1|1|1|1|1
MUTANT 299|1660ms|1|1|1|1|1|1|1
MUTANT 300|1457ms|1|1|1|1|1|1|1
MUTANT 301|1425ms|1|1|1|1|1|1|1
MUTANT 302|1441ms|1|1|1|1|1|1|1
MUTANT 303|1456ms|1|1|1|1|1|1|1
MUTANT 304|1456ms|1|1|1|1|1|1|1
MUTANT 305|1425ms|1|1|1|1|1|1|1
MUTANT 306|1470ms|1|1|1|1|1|1|1
MUTANT 307|1439ms|1|1|1|1|1|1|1
MUTANT 308|1499ms|1|1|1|1|1|1|1
MUTANT 309|1524ms|1|1|1|1|1|1|1
MUTANT 310|1490ms|1|1|1|1|1|1|1
MUTANT 311|1496ms|1|1|1|1|1|1|1
MUTANT 312|1497ms|1|1|1|1|1|1|1
MUTANT 313|1426ms|1|1|1|1|1|1|1
MUTANT 314|1421ms|1|1|1|1|1|1|1
MUTANT 315|1406ms|1|1|1|1|1|1|1
MUTANT 316|1440ms|1|1|1|1|1|1|1
MUTANT 317|1462ms|1|1|1|1|1|1|1
MUTANT 318|1427ms|1|1|1|1|1|1|1
MUTANT 319|1431ms|1|1|1|1|1|1|1
MUTANT 320|1359ms|1|1|1|1|1|1|1
MUTANT 321|1431ms|1|1|1|1|1|1|1
MUTANT 322|1451ms|1|1|1|1|1|1|1
MUTANT 323|1491ms|1|1|1|1|1|1|1
MUTANT 324|1480ms|1|1|1|1|1|1|1
MUTANT 325|1434ms|1|1|1|1|1|1|1
MUTANT 326|1379ms|1|1|1|1|1|1|1
MUTANT 327|1459ms|1|1|1|1|1|1|1
MUTANT 328|1405ms|1|1|1|1|1|1|1
MUTANT 329|1399ms|1|1|1|1|1|1|1
MUTANT 330|1448ms|1|1|1|1|1|1|1
MUTANT 331|1445ms|1|1|1|1|1|1|1
MUTANT 332|1463ms|1|1|1|1|1|1|1
MUTANT 333|1454ms|1|1|1|1|1|1|1
MUTANT 334|1407ms|1|1|1|1|1|1|1
MUTANT 335|1494ms|1|1|1|1|1|1|1
MUTANT 336|1378ms|1|1|1|1|1|1|1
MUTANT 337|1413ms|1|1|1|1|1|1|1
MUTANT 338|1426ms|1|1|1|1|1|1|1
MUTANT 339|1373ms|1|1|1|1|1|1|1
MUTANT 340|1503ms|1|1|1|1|1|1|1
MUTANT 341|1386ms|1|1|1|1|1|1|1
MUTANT 342|1498ms|1|1|1|1|1|1|1
MUTANT 343|1448ms|1|1|1|1|1|1|1
MUTANT 344|1458ms|1|1|1|1|1|1|1
MUTANT 345|1435ms|1|1|1|1|1|1|1
MUTANT 346|1460ms|1|1|1|1|1|1|1
MUTANT 347|1416ms|1|1|1|1|1|1|1
MUTANT 348|1398ms|1|1|1|1|1|1|1
MUTANT 349|1404ms|1|1|1|1|1|1|1
MUTANT 350|1375ms|1|1|1|1|1|1|1
MUTANT 351|1393ms|1|1|1|1|1|1|1
MUTANT 352|1426ms|1|1|1|1|1|1|1
MUTANT 353|1418ms|1|1|1|1|1|1|1
MUTANT 354|1452ms|1|1|1|1|1|1|1
MUTANT 355|1462ms|1|1|1|1|1|1|1
MUTANT 356|1384ms|1|1|1|1|1|1|1
MUTANT 357|1430ms|1|1|1|1|1|1|1
MUTANT 358|1405ms|1|1|1|1|1|1|1
MUTANT 359|1402ms|1|1|1|1|1|1|1
MUTANT 360|1479ms|1|1|1|1|1|1|1
MUTANT 361|1375ms|1|1|1|1|1|1|1
MUTANT 362|1525ms|1|1|1|1|1|1|1
MUTANT 363|1454ms|1|1|1|1|1|1|1
MUTANT 364|1421ms|1|1|1|1|1|1|1
MUTANT 365|1400ms|1|1|1|1|1|1|1
MUTANT 366|1374ms|1|1|1|1|1|1|1
MUTANT 367|1486ms|1|1|1|1|1|1|1
MUTANT 368|1422ms|1|1|1|1|1|1|1
MUTANT 369|1414ms|1|1|1|1|1|1|1
MUTANT 370|1405ms|1|1|1|1|1|1|1
MUTANT 371|1448ms|1|1|1|1|1|1|1
MUTANT 372|1415ms|1|1|1|1|1|1|1
MUTANT 373|1377ms|1|1|1|1|1|1|1
MUTANT 374|1499ms|1|1|1|1|1|1|1
MUTANT 375|1401ms|1|1|1|1|1|1|1
MUTANT 376|1455ms|1|1|1|1|1|1|1
MUTANT 377|1377ms|1|1|1|1|1|1|1
MUTANT 378|1379ms|1|1|1|1|1|1|1
MUTANT 379|1475ms|1|1|1|1|1|1|1
MUTANT 380|1455ms|1|1|1|1|1|1|1
MUTANT 381|1316ms|1|1|1|1|1|1|1
MUTANT 382|1465ms|1|1|1|1|1|1|1
MUTANT 383|1339ms|1|1|1|1|1|1|1
MUTANT 384|1348ms|1|1|1|1|1|1|1
MUTANT 385|1351ms|1|1|1|1|1|1|1
MUTANT 386|1354ms|1|1|1|1|1|1|1
MUTANT 387|1325ms|1|1|1|1|1|1|1
MUTANT 388|1333ms|1|1|1|1|1|1|1
MUTANT 389|1342ms|1|1|1|1|1|1|1
MUTANT 390|1421ms|1|1|1|1|1|1|1
MUTANT 391|1571ms|1|1|1|1|1|1|1
MUTANT 392|1609ms|1|1|1|1|1|1|1
MUTANT 393|1628ms|1|1|1|1|1|1|1
MUTANT 394|1551ms|1|1|1|1|1|1|1
MUTANT 395|1470ms|1|1|1|1|1|1|1
MUTANT 396|1434ms|1|1|1|1|1|1|1
MUTANT 397|1416ms|1|1|1|1|1|1|1
MUTANT 398|1408ms|1|1|1|1|1|1|1
MUTANT 399|1450ms|1|1|1|1|1|1|1
MUTANT 400|1444ms|1|1|1|1|1|1|1
MUTANT 401|1452ms|1|1|1|1|1|1|1
MUTANT 402|1367ms|1|1|1|1|1|1|1
MUTANT 403|1417ms|1|1|1|1|1|1|1
MUTANT 404|1410ms|1|1|1|1|1|1|1
MUTANT 405|1483ms|1|1|1|1|1|1|1
MUTANT 406|1417ms|1|1|1|1|1|1|1
MUTANT 407|1471ms|1|1|1|1|1|1|1
MUTANT 408|1475ms|1|1|1|1|1|1|1
MUTANT 409|1391ms|1|1|1|1|1|1|1
MUTANT 410|1382ms|1|1|1|1|1|1|1
MUTANT 411|1431ms|1|1|1|1|1|1|1
MUTANT 412|1402ms|1|1|1|1|1|1|1
MUTANT 413|1417ms|1|1|1|1|1|1|1
MUTANT 414|1438ms|1|1|1|1|1|1|1
MUTANT 415|1402ms|1|1|1|1|1|1|1
MUTANT 416|1389ms|1|1|1|1|1|1|1
MUTANT 417|1408ms|1|1|1|1|1|1|1
MUTANT 418|1369ms|1|1|1|1|1|1|1
MUTANT 419|1472ms|1|1|1|1|1|1|1
MUTANT 420|1441ms|1|1|1|1|1|1|1
MUTANT 421|1439ms|1|1|1|1|1|1|1
MUTANT 422|1468ms|1|1|1|1|1|1|1
MUTANT 423|1468ms|1|1|1|1|1|1|1
MUTANT 424|1448ms|1|1|1|1|1|1|1
MUTANT 425|1448ms|1|1|1|1|1|1|1
MUTANT 426|1428ms|1|1|1|1|1|1|1
MUTANT 427|1411ms|1|1|1|1|1|1|1
MUTANT 428|1392ms|1|1|1|1|1|1|1
MUTANT 429|1404ms|1|1|1|1|1|1|1
MUTANT 430|1379ms|1|1|1|1|1|1|1
MUTANT 432|1376ms|1|1|1|1|1|1|1
MUTANT 431|1493ms|1|1|1|1|1|1|1
MUTANT 433|1391ms|1|1|1|1|1|1|1
MUTANT 434|1421ms|1|1|1|1|1|1|1
MUTANT 436|1332ms|1|1|1|1|1|1|1
MUTANT 435|1455ms|1|1|1|1|1|1|1
MUTANT 437|1427ms|1|1|1|1|1|1|1
MUTANT 438|1385ms|1|1|1|1|1|1|1
MUTANT 439|1447ms|1|1|1|1|1|1|1
MUTANT 440|1417ms|1|1|1|1|1|1|1
MUTANT 441|1488ms|1|1|1|1|1|1|1
MUTANT 442|1456ms|1|1|1|1|1|1|1
MUTANT 443|1472ms|1|1|1|1|1|1|1
MUTANT 444|1510ms|1|1|1|1|1|1|1
MUTANT 445|1489ms|1|1|1|1|1|1|1
MUTANT 446|1477ms|1|1|1|1|1|1|1
MUTANT 447|1417ms|1|1|1|1|1|1|1
MUTANT 448|1500ms|1|1|1|1|1|1|1
MUTANT 449|1452ms|1|1|1|1|1|1|1
MUTANT 450|1453ms|1|1|1|1|1|1|1
MUTANT 451|1448ms|1|1|1|1|1|1|1
MUTANT 452|1415ms|1|1|1|1|1|1|1
MUTANT 453|1476ms|1|1|1|1|1|1|1
MUTANT 454|1499ms|1|1|1|1|1|1|1
MUTANT 455|1481ms|1|1|1|1|1|1|1
MUTANT 456|1483ms|1|1|1|1|1|1|1
MUTANT 457|1437ms|1|1|1|1|1|1|1
MUTANT 458|1255ms|1|1|1|1|1|1|1
MUTANT 459|1384ms|1|1|1|1|1|1|1
MUTANT 462|1522ms|1|1|1|1|1|1|1
MUTANT 460|1545ms|1|1|1|1|1|1|1
MUTANT 461|1547ms|1|1|1|1|1|1|1
MUTANT 464|1519ms|1|1|0|1|1|1|1
MUTANT 466|1511ms|1|1|1|1|1|1|1
MUTANT 463|1691ms|1|1|0|1|1|1|1
MUTANT 465|1572ms|1|1|1|1|1|1|1
MUTANT 468|1336ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 467|1354ms|1|1|1|1|1|1|1
MUTANT 470|1327ms|0|0|0|0|0|0|0
MUTANT 469|1424ms|0|0|0|0|0|0|0
MUTANT 474|1313ms|1|1|1|1|1|1|1
MUTANT 473|1380ms|1|1|1|1|1|1|1
MUTANT 476|1227ms|1|0|0|1|1|1|1
MUTANT 477|1635ms|1|1|1|1|1|1|1
MUTANT 478|1599ms|1|1|0|0|0|0|0
MUTANT 479|1446ms|1|1|1|1|1|1|1
MUTANT 480|1500ms|1|1|1|1|1|1|1
MUTANT 481|1487ms|1|1|1|1|1|1|1
MUTANT 482|1417ms|1|1|1|1|1|1|1
MUTANT 483|1445ms|1|1|1|1|1|1|1
MUTANT 484|1464ms|1|1|1|1|1|1|1
MUTANT 485|1489ms|1|1|1|1|0|0|0
MUTANT 486|1521ms|1|1|1|1|0|0|0
MUTANT 487|1514ms|1|1|1|1|1|1|1
MUTANT 488|1583ms|1|1|1|1|1|1|1
MUTANT 489|1519ms|1|1|0|1|1|1|1
MUTANT 490|1540ms|1|1|0|1|1|1|1
MUTANT 491|1480ms|1|1|1|1|1|1|1
MUTANT 492|1478ms|1|1|1|1|1|1|1
MUTANT 493|1480ms|1|1|1|1|1|1|1
MUTANT 494|1477ms|1|1|1|1|1|1|1
MUTANT 495|1475ms|1|1|1|1|1|1|1
MUTANT 496|1394ms|1|1|1|1|1|1|1
MUTANT 498|1378ms|1|1|1|1|1|1|1
MUTANT 497|1474ms|1|1|1|0|1|1|1
MUTANT 499|1513ms|1|1|1|1|0|0|0
MUTANT 500|1538ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 501|1644ms|1|1|0|1|1|1|1
MUTANT 502|1636ms|1|1|0|1|1|1|1
MUTANT 503|1617ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 504|1653ms|1|1|0|1|1|1|1
MUTANT 506|1338ms|0|0|0|0|0|0|0
MUTANT 505|1417ms|0|0|0|0|0|0|0
MUTANT 507|1431ms|1|1|1|1|1|1|1
MUTANT 508|1441ms|1|1|1|1|1|1|1
MUTANT 509|1409ms|1|1|1|1|1|1|1
MUTANT 510|1480ms|1|1|1|1|1|1|1
MUTANT 511|1489ms|1|1|1|1|1|1|1
MUTANT 512|1406ms|1|1|1|1|1|1|1
