mutant-id|timeToExecute|0-passes a basic sanity check|1-allows namespaces to be a non-string value|2-honors global debug namespace enable calls|3-uses custom log function|4-should extend namespace|5-should extend namespace with custom delimiter|6-should extend namespace with empty delimiter
MUTANT 134|1713ms|1|1|1|1|1|1|1
MUTANT 135|1470ms|1|1|1|1|1|1|1
MUTANT 136|1494ms|1|1|1|1|1|1|1
MUTANT 137|1721ms|1|1|1|1|1|1|1
MUTANT 139|1759ms|1|1|1|1|1|1|1
MUTANT 138|1820ms|1|1|1|1|1|1|1
MUTANT 140|2028ms|1|1|1|1|1|1|1
MUTANT 141|2046ms|1|1|1|1|1|1|1
MUTANT 142|1708ms|1|1|1|1|1|1|1
MUTANT 143|1789ms|1|1|1|1|1|1|1
MUTANT 144|1716ms|1|1|1|1|1|1|1
MUTANT 145|2084ms|1|1|1|1|1|1|1
MUTANT 147|1819ms|1|1|1|1|1|1|1
MUTANT 146|1976ms|1|1|1|1|1|1|1
MUTANT 148|2023ms|1|1|1|1|1|1|1
MUTANT 149|1670ms|1|1|1|1|1|1|1
MUTANT 151|1675ms|1|1|1|1|1|1|1
MUTANT 150|1923ms|1|1|1|1|1|1|1
MUTANT 152|1748ms|1|1|1|1|1|1|1
MUTANT 153|1682ms|1|1|1|1|1|1|1
MUTANT 154|1634ms|1|1|1|1|1|1|1
MUTANT 155|1718ms|1|1|1|1|1|1|1
MUTANT 156|1812ms|1|1|1|1|1|1|1
MUTANT 157|1683ms|1|1|1|1|1|1|1
MUTANT 158|1681ms|1|1|1|1|1|1|1
MUTANT 159|1670ms|1|1|1|1|1|1|1
MUTANT 160|1559ms|1|1|1|1|1|1|1
MUTANT 162|1349ms|1|1|1|1|1|1|1
MUTANT 161|1376ms|1|1|1|1|1|1|1
MUTANT 163|1395ms|1|1|1|1|1|1|1
MUTANT 164|1584ms|1|1|1|1|1|1|1
MUTANT 165|1738ms|1|1|1|1|1|1|1
MUTANT 166|1799ms|1|1|1|1|1|1|1
MUTANT 167|2053ms|1|1|1|1|1|1|1
MUTANT 168|1927ms|1|1|1|1|1|1|1
MUTANT 169|1776ms|1|1|1|1|1|1|1
MUTANT 170|1786ms|1|1|1|1|1|1|1
MUTANT 171|1568ms|1|1|1|1|1|1|1
MUTANT 172|1482ms|1|1|1|1|1|1|1
MUTANT 173|1425ms|1|1|1|1|1|1|1
MUTANT 174|1552ms|1|1|1|1|1|1|1
MUTANT 175|1472ms|1|1|1|1|1|1|1
MUTANT 176|1534ms|1|1|1|1|1|1|1
MUTANT 177|1419ms|1|1|1|1|1|1|1
MUTANT 178|1437ms|1|1|1|1|1|1|1
MUTANT 179|1356ms|1|1|1|1|1|1|1
MUTANT 180|1292ms|1|1|1|1|1|1|1
MUTANT 181|1462ms|1|1|1|1|1|1|1
MUTANT 182|1492ms|1|1|1|1|1|1|1
MUTANT 183|1453ms|1|1|1|1|1|1|1
MUTANT 184|1393ms|1|1|1|1|1|1|1
MUTANT 185|1591ms|1|1|1|1|1|1|1
MUTANT 186|1463ms|1|1|1|1|1|1|1
MUTANT 187|1514ms|1|1|1|1|1|1|1
MUTANT 188|1531ms|1|1|1|1|1|1|1
MUTANT 189|1528ms|1|1|1|1|1|1|1
MUTANT 190|1402ms|1|1|1|1|1|1|1
MUTANT 191|1559ms|1|1|1|1|1|1|1
MUTANT 192|1555ms|1|1|1|1|1|1|1
MUTANT 194|1951ms|1|1|1|1|1|1|1
MUTANT 193|1995ms|1|1|1|1|1|1|1
MUTANT 195|2144ms|1|1|1|1|1|1|1
MUTANT 196|2023ms|1|1|1|1|1|1|1
MUTANT 198|1420ms|1|1|1|1|1|1|1
MUTANT 197|1490ms|1|1|1|1|1|1|1
MUTANT 199|1422ms|1|1|1|1|1|1|1
MUTANT 200|1471ms|1|1|1|1|1|1|1
MUTANT 202|1351ms|1|1|1|1|1|1|1
MUTANT 201|1397ms|1|1|1|1|1|1|1
MUTANT 203|1472ms|1|1|1|1|1|1|1
MUTANT 204|1491ms|1|1|1|1|1|1|1
MUTANT 205|1353ms|1|1|1|1|1|1|1
MUTANT 206|1398ms|1|1|1|1|1|1|1
MUTANT 207|1373ms|1|1|1|1|1|1|1
MUTANT 208|1420ms|1|1|1|1|1|1|1
MUTANT 209|1360ms|1|1|1|1|1|1|1
MUTANT 210|1422ms|1|1|1|1|1|1|1
MUTANT 211|1372ms|1|1|1|1|1|1|1
MUTANT 212|1373ms|1|1|1|1|1|1|1
MUTANT 213|1417ms|1|1|1|1|1|1|1
MUTANT 214|1354ms|1|1|1|1|1|1|1
MUTANT 215|1340ms|1|1|1|1|1|1|1
MUTANT 216|1449ms|1|1|1|1|1|1|1
MUTANT 217|2041ms|1|1|1|1|1|1|1
MUTANT 218|2148ms|1|1|1|1|1|1|1
MUTANT 219|2426ms|1|1|1|1|1|1|1
MUTANT 221|1378ms|1|1|1|1|1|1|1
MUTANT 220|2512ms|1|1|1|1|1|1|1
MUTANT 222|1356ms|1|1|1|1|1|1|1
MUTANT 223|1445ms|1|1|1|1|1|1|1
MUTANT 225|1341ms|1|1|1|1|1|1|1
MUTANT 224|1364ms|1|1|1|1|1|1|1
MUTANT 226|1491ms|1|1|1|1|1|1|1
MUTANT 227|1499ms|1|1|1|1|1|1|1
MUTANT 228|1430ms|1|1|1|1|1|1|1
MUTANT 229|1441ms|1|1|1|1|1|1|1
MUTANT 230|1451ms|1|1|1|1|1|1|1
MUTANT 231|1654ms|1|1|1|1|1|1|1
MUTANT 232|1625ms|1|1|1|1|1|1|1
MUTANT 233|1653ms|1|1|1|1|1|1|1
MUTANT 234|1501ms|1|1|1|1|1|1|1
MUTANT 235|1514ms|1|1|1|1|1|1|1
MUTANT 236|1538ms|1|1|1|1|1|1|1
MUTANT 237|1535ms|1|1|1|1|1|1|1
MUTANT 238|1625ms|1|1|1|1|1|1|1
MUTANT 239|1388ms|1|1|1|1|1|1|1
MUTANT 240|1399ms|1|1|1|1|1|1|1
MUTANT 241|1392ms|1|1|1|1|1|1|1
MUTANT 242|1444ms|1|1|1|1|1|1|1
MUTANT 243|1604ms|1|1|1|1|1|1|1
MUTANT 244|1591ms|1|1|1|1|1|1|1
MUTANT 245|1576ms|1|1|1|1|1|1|1
MUTANT 246|1626ms|1|1|1|1|1|1|1
MUTANT 247|1369ms|1|1|1|1|1|1|1
MUTANT 249|1362ms|1|1|1|1|1|1|1
MUTANT 248|1393ms|1|1|1|1|1|1|1
MUTANT 250|1358ms|1|1|1|1|1|1|1
MUTANT 251|1363ms|1|1|1|1|1|1|1
MUTANT 252|1313ms|1|1|1|1|1|1|1
MUTANT 253|1353ms|1|1|1|1|1|1|1
MUTANT 254|1493ms|1|1|1|1|1|1|1
MUTANT 255|1418ms|1|1|1|1|1|1|1
MUTANT 256|1320ms|1|1|1|1|1|1|1
MUTANT 257|1344ms|1|1|1|1|1|1|1
MUTANT 258|1409ms|1|1|1|1|1|1|1
MUTANT 259|1372ms|1|1|1|1|1|1|1
MUTANT 260|1432ms|1|1|1|1|1|1|1
MUTANT 261|1423ms|1|1|1|1|1|1|1
MUTANT 262|1390ms|1|1|1|1|1|1|1
MUTANT 263|1468ms|1|1|1|1|1|1|1
MUTANT 264|1446ms|1|1|1|1|1|1|1
MUTANT 265|1443ms|1|1|1|1|1|1|1
MUTANT 266|1490ms|1|1|1|1|1|1|1
MUTANT 267|1550ms|1|1|1|1|1|1|1
MUTANT 268|1448ms|1|1|1|1|1|1|1
MUTANT 269|1529ms|1|1|1|1|1|1|1
MUTANT 270|1523ms|1|1|1|1|1|1|1
MUTANT 271|1408ms|1|1|1|1|1|1|1
MUTANT 272|1397ms|1|1|1|1|1|1|1
MUTANT 273|1491ms|1|1|1|1|1|1|1
MUTANT 274|1318ms|1|1|1|1|1|1|1
MUTANT 275|1316ms|1|1|1|1|1|1|1
MUTANT 276|1319ms|1|1|1|1|1|1|1
MUTANT 277|1481ms|1|1|1|1|1|1|1
MUTANT 278|1555ms|1|1|1|1|1|1|1
MUTANT 280|1600ms|1|1|1|1|1|1|1
MUTANT 279|1647ms|1|1|1|1|1|1|1
MUTANT 281|1541ms|1|1|1|1|1|1|1
MUTANT 282|1506ms|1|1|1|1|1|1|1
MUTANT 284|1337ms|1|1|1|1|1|1|1
MUTANT 283|1399ms|1|1|1|1|1|1|1
MUTANT 285|1418ms|1|1|1|1|1|1|1
MUTANT 286|1443ms|1|1|1|1|1|1|1
MUTANT 287|1365ms|1|1|1|1|1|1|1
MUTANT 288|1415ms|1|1|1|1|1|1|1
MUTANT 289|1398ms|1|1|1|1|1|1|1
MUTANT 290|1456ms|1|1|1|1|1|1|1
MUTANT 291|1417ms|1|1|1|1|1|1|1
MUTANT 292|1443ms|1|1|1|1|1|1|1
MUTANT 293|1339ms|1|1|1|1|1|1|1
MUTANT 294|1389ms|1|1|1|1|1|1|1
MUTANT 295|1348ms|1|1|1|1|1|1|1
MUTANT 296|1427ms|1|1|1|1|1|1|1
MUTANT 297|1350ms|1|1|1|1|1|1|1
MUTANT 298|1398ms|1|1|1|1|1|1|1
MUTANT 299|1494ms|1|1|1|1|1|1|1
MUTANT 300|1487ms|1|1|1|1|1|1|1
MUTANT 301|1547ms|1|1|1|1|1|1|1
MUTANT 302|1394ms|1|1|1|1|1|1|1
MUTANT 303|1426ms|1|1|1|1|1|1|1
MUTANT 304|1435ms|1|1|1|1|1|1|1
MUTANT 305|1342ms|1|1|1|1|1|1|1
MUTANT 306|1399ms|1|1|1|1|1|1|1
MUTANT 307|1337ms|1|1|1|1|1|1|1
MUTANT 308|1404ms|1|1|1|1|1|1|1
MUTANT 309|1350ms|1|1|1|1|1|1|1
MUTANT 310|1385ms|1|1|1|1|1|1|1
MUTANT 311|1333ms|1|1|1|1|1|1|1
MUTANT 312|1348ms|1|1|1|1|1|1|1
MUTANT 313|1342ms|1|1|1|1|1|1|1
MUTANT 314|1367ms|1|1|1|1|1|1|1
MUTANT 315|1338ms|1|1|1|1|1|1|1
MUTANT 316|1331ms|1|1|1|1|1|1|1
MUTANT 317|1358ms|1|1|1|1|1|1|1
MUTANT 318|1342ms|1|1|1|1|1|1|1
MUTANT 319|1450ms|1|1|1|1|1|1|1
MUTANT 320|1446ms|1|1|1|1|1|1|1
MUTANT 321|1405ms|1|1|1|1|1|1|1
MUTANT 322|1427ms|1|1|1|1|1|1|1
MUTANT 323|1384ms|1|1|1|1|1|1|1
MUTANT 324|1341ms|1|1|1|1|1|1|1
MUTANT 325|1307ms|1|1|1|1|1|1|1
MUTANT 326|1463ms|1|1|1|1|1|1|1
MUTANT 327|1503ms|1|1|1|1|1|1|1
MUTANT 328|1466ms|1|1|1|1|1|1|1
MUTANT 329|1455ms|1|1|1|1|1|1|1
MUTANT 330|1634ms|1|1|1|1|1|1|1
MUTANT 331|1490ms|1|1|1|1|1|1|1
MUTANT 332|1409ms|1|1|1|1|1|1|1
MUTANT 333|1507ms|1|1|1|1|1|1|1
MUTANT 334|1371ms|1|1|1|1|1|1|1
MUTANT 335|1321ms|1|1|1|1|1|1|1
MUTANT 336|1351ms|1|1|1|1|1|1|1
MUTANT 337|1339ms|1|1|1|1|1|1|1
MUTANT 338|1364ms|1|1|1|1|1|1|1
MUTANT 339|1394ms|1|1|1|1|1|1|1
MUTANT 340|1393ms|1|1|1|1|1|1|1
MUTANT 341|1429ms|1|1|1|1|1|1|1
MUTANT 342|1416ms|1|1|1|1|1|1|1
MUTANT 343|1341ms|1|1|1|1|1|1|1
MUTANT 344|1399ms|1|1|1|1|1|1|1
MUTANT 345|1389ms|1|1|1|1|1|1|1
MUTANT 346|1431ms|1|1|1|1|1|1|1
MUTANT 347|1499ms|1|1|1|1|1|1|1
MUTANT 348|1428ms|1|1|1|1|1|1|1
MUTANT 349|1509ms|1|1|1|1|1|1|1
MUTANT 350|1914ms|1|1|1|1|1|1|1
MUTANT 351|1883ms|1|1|1|1|1|1|1
MUTANT 352|1883ms|1|1|1|1|1|1|1
MUTANT 353|2004ms|1|1|1|1|1|1|1
MUTANT 354|1646ms|1|1|1|1|1|1|1
MUTANT 355|1732ms|1|1|1|1|1|1|1
MUTANT 356|1673ms|1|1|1|1|1|1|1
MUTANT 357|1774ms|1|1|1|1|1|1|1
MUTANT 358|1920ms|1|1|1|1|1|1|1
MUTANT 360|1792ms|1|1|1|1|1|1|1
MUTANT 359|1854ms|1|1|1|1|1|1|1
MUTANT 361|1806ms|1|1|1|1|1|1|1
MUTANT 362|2098ms|1|1|1|1|1|1|1
MUTANT 363|1904ms|1|1|1|1|1|1|1
MUTANT 364|1952ms|1|1|1|1|1|1|1
MUTANT 365|2006ms|1|1|1|1|1|1|1
MUTANT 366|1669ms|1|1|1|1|1|1|1
MUTANT 367|1593ms|1|1|1|1|1|1|1
MUTANT 368|1516ms|1|1|1|1|1|1|1
MUTANT 369|1463ms|1|1|1|1|1|1|1
MUTANT 370|1450ms|1|1|1|1|1|1|1
MUTANT 371|1518ms|1|1|1|1|1|1|1
MUTANT 372|1582ms|1|1|1|1|1|1|1
MUTANT 373|1382ms|1|1|1|1|1|1|1
MUTANT 374|1372ms|1|1|1|1|1|1|1
MUTANT 375|1358ms|1|1|1|1|1|1|1
MUTANT 376|1418ms|1|1|1|1|1|1|1
MUTANT 377|1474ms|1|1|1|1|1|1|1
MUTANT 378|1616ms|1|1|1|1|1|1|1
MUTANT 379|1485ms|1|1|1|1|1|1|1
MUTANT 380|1477ms|1|1|1|1|1|1|1
MUTANT 381|1490ms|1|1|1|1|1|1|1
MUTANT 383|1468ms|1|1|1|1|1|1|1
MUTANT 382|1557ms|1|1|1|1|1|1|1
MUTANT 384|1591ms|1|1|1|1|1|1|1
MUTANT 385|1590ms|1|1|1|1|1|1|1
MUTANT 386|1472ms|1|1|1|1|1|1|1
MUTANT 387|1485ms|1|1|1|1|1|1|1
MUTANT 388|1485ms|1|1|1|1|1|1|1
MUTANT 389|1578ms|1|1|1|1|1|1|1
MUTANT 391|1360ms|1|1|1|1|1|1|1
MUTANT 390|1508ms|1|1|1|1|1|1|1
MUTANT 392|1521ms|1|1|1|1|1|1|1
MUTANT 393|1605ms|1|1|1|1|1|1|1
MUTANT 394|1577ms|1|1|1|1|1|1|1
MUTANT 395|1613ms|1|1|1|1|1|1|1
MUTANT 396|1539ms|1|1|1|1|1|1|1
MUTANT 397|1564ms|1|1|1|1|1|1|1
MUTANT 398|1450ms|1|1|1|1|1|1|1
MUTANT 399|1460ms|1|1|1|1|1|1|1
MUTANT 400|1398ms|1|1|1|1|1|1|1
MUTANT 401|1470ms|1|1|1|1|1|1|1
MUTANT 402|1629ms|1|1|1|1|1|1|1
MUTANT 403|1555ms|1|1|1|1|1|1|1
MUTANT 404|1455ms|1|1|1|1|1|1|1
MUTANT 405|1503ms|1|1|1|1|1|1|1
MUTANT 407|1535ms|1|1|1|1|1|1|1
MUTANT 406|1575ms|1|1|1|1|1|1|1
MUTANT 408|1613ms|1|1|1|1|1|1|1
MUTANT 409|1697ms|1|1|1|1|1|1|1
MUTANT 411|1468ms|1|1|1|1|1|1|1
MUTANT 410|1552ms|1|1|1|1|1|1|1
MUTANT 412|1498ms|1|1|1|1|1|1|1
MUTANT 413|1450ms|1|1|1|1|1|1|1
MUTANT 414|1461ms|1|1|1|1|1|1|1
MUTANT 415|1470ms|1|1|1|1|1|1|1
MUTANT 416|1614ms|1|1|1|1|1|1|1
MUTANT 417|1437ms|1|1|1|1|1|1|1
MUTANT 418|1434ms|1|1|1|1|1|1|1
MUTANT 419|1457ms|1|1|1|1|1|1|1
MUTANT 420|1502ms|1|1|1|1|1|1|1
MUTANT 421|1402ms|1|1|1|1|1|1|1
MUTANT 422|1367ms|1|1|1|1|1|1|1
MUTANT 423|1415ms|1|1|1|1|1|1|1
MUTANT 424|1371ms|1|1|1|1|1|1|1
MUTANT 425|1309ms|1|1|1|1|1|1|1
MUTANT 426|1374ms|1|1|1|1|1|1|1
MUTANT 427|1309ms|1|1|1|1|1|1|1
MUTANT 428|1338ms|1|1|1|1|1|1|1
MUTANT 429|1328ms|1|1|1|1|1|1|1
MUTANT 430|1400ms|1|1|1|1|1|1|1
MUTANT 431|1485ms|1|1|1|1|1|1|1
MUTANT 432|1403ms|1|1|1|1|1|1|1
MUTANT 433|1450ms|1|1|1|1|1|1|1
MUTANT 434|1362ms|1|1|1|1|1|1|1
MUTANT 435|1346ms|1|1|1|1|1|1|1
MUTANT 436|1417ms|1|1|1|1|1|1|1
MUTANT 437|1382ms|1|1|1|1|1|1|1
MUTANT 438|1423ms|1|1|1|1|1|1|1
MUTANT 439|1507ms|1|1|1|1|1|1|1
MUTANT 440|1451ms|1|1|1|1|1|1|1
MUTANT 441|1553ms|1|1|1|1|1|1|1
MUTANT 442|1601ms|1|1|1|1|1|1|1
MUTANT 443|1506ms|1|1|1|1|1|1|1
MUTANT 444|1440ms|1|1|1|1|1|1|1
MUTANT 445|1405ms|1|1|1|1|1|1|1
MUTANT 446|1624ms|1|1|1|1|1|1|1
MUTANT 447|1512ms|1|1|1|1|1|1|1
MUTANT 448|1496ms|1|1|1|1|1|1|1
MUTANT 449|1486ms|1|1|1|1|1|1|1
MUTANT 450|1526ms|1|1|1|1|1|1|1
MUTANT 451|1533ms|1|1|1|1|1|1|1
MUTANT 452|1662ms|1|1|1|1|1|1|1
MUTANT 453|1838ms|1|1|1|1|1|1|1
MUTANT 455|1738ms|1|1|1|1|1|1|1
MUTANT 454|1812ms|1|1|1|1|1|1|1
MUTANT 456|1888ms|1|1|1|1|1|1|1
MUTANT 457|1576ms|1|1|1|1|1|1|1
MUTANT 458|1281ms|1|1|1|1|1|1|1
MUTANT 460|1271ms|1|1|1|1|1|1|1
MUTANT 461|1274ms|1|1|1|1|1|1|1
MUTANT 459|1334ms|1|1|1|1|1|1|1
MUTANT 462|1381ms|1|1|1|1|1|1|1
MUTANT 464|1569ms|1|1|0|1|1|1|1
MUTANT 463|1657ms|1|1|0|1|1|1|1
MUTANT 466|1617ms|1|1|1|1|1|1|1
MUTANT 465|1692ms|1|1|1|1|1|1|1
MUTANT 467|1487ms|1|1|1|1|1|1|1
MUTANT 468|1495ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 469|1591ms|0|0|0|0|0|0|0
MUTANT 470|1703ms|0|0|0|0|0|0|0
MUTANT 473|1522ms|1|1|1|1|1|1|1
MUTANT 474|1485ms|1|1|1|1|1|1|1
MUTANT 476|1715ms|1|0|0|1|1|1|1
MUTANT 477|2454ms|1|1|1|1|1|1|1
MUTANT 478|2073ms|1|1|0|0|0|0|0
MUTANT 479|2009ms|1|1|1|1|1|1|1
MUTANT 480|1721ms|1|1|1|1|1|1|1
MUTANT 481|1678ms|1|1|1|1|1|1|1
MUTANT 482|1415ms|1|1|1|1|1|1|1
MUTANT 483|1412ms|1|1|1|1|1|1|1
MUTANT 484|1485ms|1|1|1|1|1|1|1
MUTANT 485|1622ms|1|1|1|1|0|0|0
MUTANT 486|1470ms|1|1|1|1|0|0|0
MUTANT 487|1524ms|1|1|1|1|1|1|1
MUTANT 488|1528ms|1|1|1|1|1|1|1
MUTANT 489|1612ms|1|1|0|1|1|1|1
MUTANT 490|1585ms|1|1|0|1|1|1|1
MUTANT 491|1637ms|1|1|1|1|1|1|1
MUTANT 492|1656ms|1|1|1|1|1|1|1
MUTANT 493|1587ms|1|1|1|1|1|1|1
MUTANT 494|1559ms|1|1|1|1|1|1|1
MUTANT 495|1545ms|1|1|1|1|1|1|1
MUTANT 496|1510ms|1|1|1|1|1|1|1
MUTANT 497|1407ms|1|1|1|0|1|1|1
MUTANT 498|1430ms|1|1|1|1|1|1|1
MUTANT 499|1436ms|1|1|1|1|0|0|0
MUTANT 500|1359ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 501|1454ms|1|1|0|1|1|1|1
MUTANT 503|1502ms|-2|-2|-2|-2|-2|-2|-2
MUTANT 502|1616ms|1|1|0|1|1|1|1
MUTANT 504|2118ms|1|1|0|1|1|1|1
MUTANT 505|1902ms|0|0|0|0|0|0|0
MUTANT 506|2029ms|0|0|0|0|0|0|0
MUTANT 507|2127ms|1|1|1|1|1|1|1
MUTANT 508|1790ms|1|1|1|1|1|1|1
MUTANT 509|2142ms|1|1|1|1|1|1|1
MUTANT 511|2125ms|1|1|1|1|1|1|1
MUTANT 510|2341ms|1|1|1|1|1|1|1
MUTANT 512|2120ms|1|1|1|1|1|1|1
